match,home_team,away_team,market,player_name,player_team,line,over_price,agency,opposition_team
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Number of 6s,Caleb Jewell,Hobart Hurricanes,2.5,6,BetRight,Sydney Sixers
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Number of 6s,Caleb Jewell,Hobart Hurricanes,2.5,6,BetRight,Sydney Sixers
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Number of 6s,Ben McDermott,Hobart Hurricanes,0.5,1.72,BetRight,Sydney Sixers
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Number of 6s,Ben McDermott,Hobart Hurricanes,0.5,1.72,BetRight,Sydney Sixers
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Number of 6s,Ben McDermott,Hobart Hurricanes,1.5,2.75,BetRight,Sydney Sixers
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Number of 6s,Ben McDermott,Hobart Hurricanes,1.5,2.75,BetRight,Sydney Sixers
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Number of 6s,Ben McDermott,Hobart Hurricanes,2.5,4.2,BetRight,Sydney Sixers
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Number of 6s,Ben McDermott,Hobart Hurricanes,2.5,4.2,BetRight,Sydney Sixers
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Number of 6s,Matthew Wade,Hobart Hurricanes,0.5,1.77,BetRight,Sydney Sixers
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Number of 6s,Matthew Wade,Hobart Hurricanes,0.5,1.77,BetRight,Sydney Sixers
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Number of 6s,Matthew Wade,Hobart Hurricanes,1.5,3,BetRight,Sydney Sixers
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Number of 6s,Matthew Wade,Hobart Hurricanes,1.5,3,BetRight,Sydney Sixers
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Number of 6s,Matthew Wade,Hobart Hurricanes,2.5,4.9,BetRight,Sydney Sixers
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Number of 6s,Matthew Wade,Hobart Hurricanes,2.5,4.9,BetRight,Sydney Sixers
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Number of 6s,Moises Henriques,Sydney Sixers,0.5,2.15,BetRight,Hobart Hurricanes
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Number of 6s,Moises Henriques,Sydney Sixers,0.5,2.15,BetRight,Hobart Hurricanes
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Number of 6s,Moises Henriques,Sydney Sixers,1.5,4.3,BetRight,Hobart Hurricanes
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Number of 6s,Moises Henriques,Sydney Sixers,1.5,4.3,BetRight,Hobart Hurricanes
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Number of 6s,Moises Henriques,Sydney Sixers,2.5,9,BetRight,Hobart Hurricanes
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Number of 6s,Moises Henriques,Sydney Sixers,2.5,9,BetRight,Hobart Hurricanes
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Number of 6s,Kurtis Patterson,Sydney Sixers,0.5,2.02,BetRight,Hobart Hurricanes
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Number of 6s,Kurtis Patterson,Sydney Sixers,0.5,2.02,BetRight,Hobart Hurricanes
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Number of 6s,Kurtis Patterson,Sydney Sixers,1.5,3.7,BetRight,Hobart Hurricanes
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Number of 6s,Kurtis Patterson,Sydney Sixers,1.5,3.7,BetRight,Hobart Hurricanes
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Number of 6s,Kurtis Patterson,Sydney Sixers,2.5,6.75,BetRight,Hobart Hurricanes
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Number of 6s,Kurtis Patterson,Sydney Sixers,2.5,6.75,BetRight,Hobart Hurricanes
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Number of 6s,Josh Philippe,Sydney Sixers,0.5,1.92,BetRight,Hobart Hurricanes
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Number of 6s,Josh Philippe,Sydney Sixers,0.5,1.92,BetRight,Hobart Hurricanes
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Number of 6s,Josh Philippe,Sydney Sixers,1.5,3.4,BetRight,Hobart Hurricanes
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Number of 6s,Josh Philippe,Sydney Sixers,1.5,3.4,BetRight,Hobart Hurricanes
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Number of 6s,Josh Philippe,Sydney Sixers,2.5,5.5,BetRight,Hobart Hurricanes
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Number of 6s,Josh Philippe,Sydney Sixers,2.5,5.5,BetRight,Hobart Hurricanes
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Number of 6s,James Vince,Sydney Sixers,0.5,1.75,BetRight,Hobart Hurricanes
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Number of 6s,James Vince,Sydney Sixers,0.5,1.75,BetRight,Hobart Hurricanes
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Number of 6s,James Vince,Sydney Sixers,1.5,3,BetRight,Hobart Hurricanes
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Number of 6s,James Vince,Sydney Sixers,1.5,3,BetRight,Hobart Hurricanes
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Number of 6s,James Vince,Sydney Sixers,2.5,5.5,BetRight,Hobart Hurricanes
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Number of 6s,James Vince,Sydney Sixers,2.5,5.5,BetRight,Hobart Hurricanes
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Number of 6s,Jordan Silk,Sydney Sixers,0.5,2.25,BetRight,Hobart Hurricanes
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Number of 6s,Jordan Silk,Sydney Sixers,0.5,2.25,BetRight,Hobart Hurricanes
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Number of 6s,Jordan Silk,Sydney Sixers,1.5,4.7,BetRight,Hobart Hurricanes
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Number of 6s,Jordan Silk,Sydney Sixers,1.5,4.7,BetRight,Hobart Hurricanes
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Number of 6s,Jordan Silk,Sydney Sixers,2.5,9.5,BetRight,Hobart Hurricanes
Hobart Hurricanes v Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Number of 6s,Jordan Silk,Sydney Sixers,2.5,9.5,BetRight,Hobart Hurricanes
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Number of 6s,Cameron Bancroft,Sydney Thunder,0.5,2.3,BetRight,Brisbane Heat
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Number of 6s,Cameron Bancroft,Sydney Thunder,0.5,2.3,BetRight,Brisbane Heat
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Number of 6s,Cameron Bancroft,Sydney Thunder,1.5,4.25,BetRight,Brisbane Heat
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Number of 6s,Cameron Bancroft,Sydney Thunder,1.5,4.25,BetRight,Brisbane Heat
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Number of 6s,Cameron Bancroft,Sydney Thunder,2.5,7,BetRight,Brisbane Heat
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Number of 6s,Cameron Bancroft,Sydney Thunder,2.5,7,BetRight,Brisbane Heat
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Number of 6s,Ollie Davies,Sydney Thunder,0.5,1.9,BetRight,Brisbane Heat
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Number of 6s,Ollie Davies,Sydney Thunder,0.5,1.9,BetRight,Brisbane Heat
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Number of 6s,Ollie Davies,Sydney Thunder,1.5,3.6,BetRight,Brisbane Heat
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Number of 6s,Ollie Davies,Sydney Thunder,1.5,3.6,BetRight,Brisbane Heat
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Number of 6s,Ollie Davies,Sydney Thunder,2.5,6.5,BetRight,Brisbane Heat
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Number of 6s,Ollie Davies,Sydney Thunder,2.5,6.5,BetRight,Brisbane Heat
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Number of 6s,Alex Hales,Sydney Thunder,0.5,1.77,BetRight,Brisbane Heat
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Number of 6s,Alex Hales,Sydney Thunder,0.5,1.77,BetRight,Brisbane Heat
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Number of 6s,Alex Hales,Sydney Thunder,1.5,3,BetRight,Brisbane Heat
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Number of 6s,Alex Hales,Sydney Thunder,1.5,3,BetRight,Brisbane Heat
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Number of 6s,Alex Hales,Sydney Thunder,2.5,4.5,BetRight,Brisbane Heat
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Number of 6s,Alex Hales,Sydney Thunder,2.5,4.5,BetRight,Brisbane Heat
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Number of 6s,Jason Sangha,Sydney Thunder,0.5,2.25,BetRight,Brisbane Heat
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Number of 6s,Jason Sangha,Sydney Thunder,0.5,2.25,BetRight,Brisbane Heat
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Number of 6s,Jason Sangha,Sydney Thunder,1.5,4.3,BetRight,Brisbane Heat
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Number of 6s,Jason Sangha,Sydney Thunder,1.5,4.3,BetRight,Brisbane Heat
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Number of 6s,Jason Sangha,Sydney Thunder,2.5,8,BetRight,Brisbane Heat
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Number of 6s,Jason Sangha,Sydney Thunder,2.5,8,BetRight,Brisbane Heat
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Number of 6s,Sam Billings,Brisbane Heat,0.5,1.96,BetRight,Sydney Thunder
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Number of 6s,Sam Billings,Brisbane Heat,0.5,1.96,BetRight,Sydney Thunder
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Number of 6s,Sam Billings,Brisbane Heat,1.5,3.7,BetRight,Sydney Thunder
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Number of 6s,Sam Billings,Brisbane Heat,1.5,3.7,BetRight,Sydney Thunder
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Number of 6s,Sam Billings,Brisbane Heat,2.5,8,BetRight,Sydney Thunder
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Number of 6s,Sam Billings,Brisbane Heat,2.5,8,BetRight,Sydney Thunder
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Number of 6s,Josh Brown,Brisbane Heat,0.5,1.88,BetRight,Sydney Thunder
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Number of 6s,Josh Brown,Brisbane Heat,0.5,1.88,BetRight,Sydney Thunder
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Number of 6s,Josh Brown,Brisbane Heat,1.5,3.2,BetRight,Sydney Thunder
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Number of 6s,Josh Brown,Brisbane Heat,1.5,3.2,BetRight,Sydney Thunder
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Number of 6s,Josh Brown,Brisbane Heat,2.5,5.5,BetRight,Sydney Thunder
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Number of 6s,Josh Brown,Brisbane Heat,2.5,5.5,BetRight,Sydney Thunder
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Number of 6s,Colin Munro,Brisbane Heat,0.5,1.67,BetRight,Sydney Thunder
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Number of 6s,Colin Munro,Brisbane Heat,0.5,1.67,BetRight,Sydney Thunder
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Number of 6s,Colin Munro,Brisbane Heat,1.5,2.5,BetRight,Sydney Thunder
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Number of 6s,Colin Munro,Brisbane Heat,1.5,2.5,BetRight,Sydney Thunder
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Number of 6s,Colin Munro,Brisbane Heat,2.5,3.5,BetRight,Sydney Thunder
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Number of 6s,Colin Munro,Brisbane Heat,2.5,3.5,BetRight,Sydney Thunder
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Number of 6s,Matt Renshaw,NA,0.5,2.02,BetRight,NA
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Number of 6s,Matt Renshaw,NA,0.5,2.02,BetRight,NA
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Number of 6s,Matt Renshaw,NA,1.5,3.7,BetRight,NA
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Number of 6s,Matt Renshaw,NA,1.5,3.7,BetRight,NA
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Number of 6s,Matt Renshaw,NA,2.5,7,BetRight,NA
Sydney Thunder v Brisbane Heat,Sydney Thunder,Brisbane Heat,Number of 6s,Matt Renshaw,NA,2.5,7,BetRight,NA
